Gene	ORF_length	inframe_cov	inframe_count	shift_plus_cov	shift_plus_count	shift_minus_cov	shift_minus_count	RNA_seq_cov	RNA_seq_count
B4GALT1_NM_001497	1397	0.08	2	0	0	0	0	NA	NA
B4GAT1_NM_006876	1448	0.16	2	0	0	0	0	NA	NA
BAAT_NM_001701	1457	0.64	8	0	0	0	0	NA	NA
BAG3_NM_004281	1928	0.12	2	0	0	0	0	NA	NA
BAIAP2L1_NM_018842	1736	0.07	1	0	0	0	0	NA	NA
BAIAP2_NM_017451	1859	0.24	4	0	0	0	0	NA	NA
BANF1_NM_003860	470	0.37	1	0	0	0	0	NA	NA
BAX_NM_001291428	866	0.15	1	0	0	0	0	NA	NA
BAZ2A_NM_013449	5918	0.03	2	0	0	0	0	NA	NA
BCAM_NM_005581	2087	0.11	2	0.05	1	0.05	1	NA	NA
BCAP31_NM_001139457	1142	0.42	4	0	0	0	0	NA	NA
BCAT2_NM_001190	1379	0.08	1	0	0	0	0	NA	NA
BCHE_NM_000055	2009	0.28	5	0	0	0	0	NA	NA
BCKDHA_NM_000709	1538	0.15	2	0	0	0	0	NA	NA
BCKDHB_NM_183050	1379	0.17	2	0.08	1	0.08	1	NA	NA
BCKDK_NM_005881	1439	0.16	2	0	0	0	0	NA	NA
BCLAF1_NM_014739	2963	0.04	1	0	0	0	0	NA	NA
BCO2_NM_031938	1940	0.06	1	0	0	0	0	NA	NA
BDH1_NM_203314	1232	0.29	4	0	0	0	0	NA	NA
BECN1_NM_003766	1553	0.07	1	0	0	0	0	NA	NA
BEND2_NM_153346	2600	0.04	1	0	0	0	0	NA	NA
BGN_NM_001711	1307	0.54	6	0	0	0.09	1	NA	NA
BHLHE40_NM_003670	1439	0.08	1	0.08	1	0.08	1	NA	NA
BHMT2_NM_017614	1292	0.55	6	0	0	0.09	1	NA	NA
BHMT_NM_001713	1421	1.06	13	0	0	0.25	3	NA	NA
BID_NM_197966	926	0.14	1	0	0	0	0	NA	NA
BIN1_NM_139343	1982	0.11	2	0.11	2	0	0	NA	NA
BIN3_NM_018688	962	0.13	1	0	0	0	0	NA	NA
BIRC6_NM_016252	14774	0.01	2	0	0	0	0	NA	NA
BLOC1S1_NM_001487	662	0.22	1	0.22	1	0.22	1	NA	NA
BLVRB_NM_000713	821	0.16	1	0.16	1	0.16	1	NA	NA
BLZF1_NM_003666	1403	0.08	1	0	0	0	0	NA	NA
BMPER_NM_133468	2258	0.05	1	0	0	0	0	NA	NA
BNIP3_NM_004052	980	0.26	2	0.13	1	0.13	1	NA	NA
BPHL_NM_004332	1076	0.11	1	0	0	0	0	NA	NA
BPNT1_NM_006085	1127	0.11	1	0	0	0	0	NA	NA
BPTF_NM_182641	8963	0.01	1	0	0	0	0	NA	NA
BRD7_NM_001173984	2159	0.05	1	0	0	0	0	NA	NA
BRK1_NM_018462	428	0.44	1	0	0	0	0	NA	NA
BRPF1_NM_001003694	3863	0.03	1	0	0	0	0	NA	NA
BRWD3_NM_153252	5609	0.02	1	0	0	0	0	NA	NA
BSG_NM_001728	1358	0.69	8	0	0	0	0	NA	NA
BST2_NM_004335	743	0.74	4	0.18	1	0	0	NA	NA
BTBD8_NM_183242	1337	0.09	1	0	0	0	0	NA	NA
BTBD9_NM_052893	2039	0.11	2	0	0	0	0	NA	NA
BTD_NM_001281723	1838	0.24	4	0	0	0.06	1	NA	NA
BTF3_NM_001037637	821	0.32	2	0	0	0.48	3	NA	NA
BTG1_NM_001731	716	0.19	1	0	0	0	0	NA	NA
BZW1_NM_001207068	1556	0.15	2	0.07	1	0	0	NA	NA
C10orf76_NM_024541	2270	0.05	1	0	0	0	0	NA	NA
C11orf54_NM_001286067	1148	0.32	3	0.11	1	0	0	NA	NA
C11orf58_NM_014267	752	0.36	2	0.18	1	0	0	NA	NA
C11orf68_NM_001135635	1082	0.11	1	0	0	0.11	1	NA	NA
C14orf1_NM_007176	623	0.24	1	0.24	1	0	0	NA	NA
C15orf38-AP3S2_NM_001199058	1385	0.17	2	0	0	0	0	NA	NA
C15orf52_NM_207380	1805	0.06	1	0	0	0	0	NA	NA
C16orf58_NM_022744	1607	0.21	3	0	0	0	0	NA	NA
C16orf62_NM_020314	3359	0.03	1	0	0	0	0	NA	NA
C17orf49_NM_001142798	779	0.17	1	0	0	0	0	NA	NA
C17orf85_NM_001114118	2063	0.05	1	0	0	0	0	NA	NA
C19orf43_NM_024038	731	0.19	1	0	0	0	0	NA	NA
C19orf48_NM_001290149	554	0.28	1	0	0	0	0	NA	NA
C19orf60_NM_001100418	806	0.17	1	0	0	0	0	NA	NA
C19orf66_NM_018381	1076	0.11	1	0	0	0	0	NA	NA
C1QA_NM_015991	938	0.41	3	0.14	1	0.27	2	NA	NA
C1QBP_NM_001212	1049	0.12	1	0.12	1	0	0	NA	NA
C1QB_NM_000491	962	0.79	7	0	0	0.39	3	NA	NA
C1QC_NM_001114101	938	0.27	2	0	0	0	0	NA	NA
C1QTNF5_NM_015645	932	0.14	1	0	0	0	0	NA	NA
C1RL_NM_016546	1664	0.75	11	0.07	1	0	0	NA	NA
C1R_NM_001733	2318	4.06	161	0.8	17	0.66	14	NA	NA
C1S_NM_201442	2267	5.13	198	0.77	19	1.31	31	NA	NA
C1orf115_NM_024709	629	0.23	1	0	0	0	0	NA	NA
C1orf123_NM_017887	683	0.21	1	0	0	0	0	NA	NA
C1orf131_NM_152379	1082	0.11	1	0	0	0	0	NA	NA
C1orf27_NM_017847	1565	0.07	1	0.07	1	0	0	NA	NA
C1orf43_NM_001098616	962	0.13	1	0	0	0	0	NA	NA
C2_NM_000063	2459	1.55	42	0.27	6	0.22	5	NA	NA
C3AR1_NM_004054	1649	0.07	1	0	0	0	0	NA	NA
C3_NM_000064	5192	9.13	1053	1.68	103	2.08	127	NA	NA
C4BPA_NM_000715	1994	3.51	111	0.5	9	1.17	29	NA	NA
C4BPB_NM_000716	959	1.05	8	0.26	3	0	0	NA	NA
C4orf29_NM_001039717	1445	0.08	1	0	0	0	0	NA	NA
C4orf3_NM_001170330	800	0.5	3	0.17	1	0	0	NA	NA
C5_NM_001735	5231	1.23	73	0.16	8	0.26	13	NA	NA
C6_NM_001115131	3005	1.68	63	0.18	5	0.14	4	NA	NA
C6orf203_NM_001142470	938	0.14	1	0	0	0	0	NA	NA
C7_NM_000587	2732	0.28	8	0.16	4	0.16	4	NA	NA
C7orf55-LUC7L2_NM_001244584	1577	0.07	1	0	0	0	0	NA	NA
C8A_NM_000562	1955	2.05	40	0.4	7	0.23	4	NA	NA
C8B_NM_000066	1976	1.52	29	0.23	4	0.23	4	NA	NA
C8G_NM_000606	809	1.31	11	0.16	1	0.16	1	NA	NA
C9_NM_001737	1880	4.7	125	0.71	13	1.19	20	NA	NA
C9orf142_NM_183241	815	0.16	1	0	0	0	0	NA	NA
C9orf78_NM_016520	1070	0.11	1	0	0	0	0	NA	NA
CA2_NM_000067	983	0.26	2	0	0	0	0	NA	NA
CAAP1_NM_024828	1286	0.09	1	0	0	0	0	NA	NA
CAB39_NM_001130849	1226	0.1	1	0	0	0	0	NA	NA
CACYBP_NM_014412	887	0.15	1	0	0	0	0	NA	NA
CALCOCO1_NM_020898	2276	0.1	2	0	0	0	0	NA	NA
CALCOCO2_NM_001261390	1613	0.07	2	0	0	0.07	1	NA	NA
CALD1_NM_033138	2582	0.13	3	0.04	1	0.04	1	NA	NA
CALM1_NM_006888	650	0.44	2	0	0	0	0	NA	NA
CALM2_NM_001305624	794	1.35	8	0.17	1	0.17	1	NA	NA
CALM3_NM_005184	650	0.44	2	0	0	0	0	NA	NA
CALR_NM_004343	1454	5.18	94	0.72	12	0.72	10	NA	NA
CAMK1D_NM_153498	1358	0.17	2	0	0	0	0	NA	NA
CANX_NM_001746	1979	1.8	40	0.22	4	0.28	5	NA	NA
CAP1_NM_006367	1628	0.21	4	0	0	0.07	1	NA	NA
CAPN1_NM_001198868	2345	0.14	3	0	0	0	0	NA	NA
CAPNS1_NM_001749	1007	0.25	2	0	0	0	0	NA	NA
CAPRIN1_NM_005898	2330	0.09	2	0.05	1	0	0	NA	NA
CAPZB_NM_001282162	1106	0.11	1	0.11	1	0.22	2	NA	NA
CARD6_NM_032587	3314	0.03	1	0	0	0	0	NA	NA
CARNMT1_NM_152420	1430	0.08	1	0	0	0	0	NA	NA
CASC3_NM_007359	2312	0.05	1	0	0	0	0	NA	NA
CASP6_NM_001226	1082	0.11	1	0	0	0	0	NA	NA
CASP7_NM_001267057	1367	0.09	1	0	0	0.09	1	NA	NA
CAST_NM_001042440	2453	0.09	2	0	0	0	0	NA	NA
CAT_NM_001752	1784	1.14	21	0.25	4	0	0	NA	NA
CBFB_NM_022845	764	0.18	1	0	0	0.18	1	NA	NA
CBL_NM_005188	2921	0.04	1	0	0	0	0	NA	NA
CBR1_NM_001757	1034	0.36	3	0.12	1	0.12	1	NA	NA
CBR4_NM_032783	914	0.28	2	0	0	0	0	NA	NA
CBS_NM_000071	1856	0.3	5	0	0	0.06	1	NA	NA
CBX3_NM_007276	752	0.18	1	0	0	0	0	NA	NA
CBX5_NM_001127322	776	0.17	1	0	0	0	0	NA	NA
CCBL2_NM_001008661	1565	0.07	1	0	0	0	0	NA	NA
CCDC107_NM_174923	1052	0.12	1	0	0	0	0	NA	NA
CCDC115_NM_032357	743	0.18	1	0	0	0	0	NA	NA
CCDC117_NM_173510	1040	0.12	1	0	0	0	0	NA	NA
CCDC126_NM_138771	623	0.24	1	0	0	0	0	NA	NA
CCDC12_NM_144716	740	0.19	1	0	0	0	0	NA	NA
CCDC130_NM_030818	1391	0.08	1	0	0	0	0	NA	NA
CCDC47_NM_020198	1652	0.34	5	0.07	1	0.14	2	NA	NA
CCDC50_NM_178335	1649	0.21	3	0	0	0	0	NA	NA
CCDC6_NM_005436	1625	0.07	1	0	0	0	0	NA	NA
CCDC86_NM_024098	1283	0.09	1	0	0	0	0	NA	NA
CCDC88A_NM_001135597	5813	0.04	2	0	0	0	0	NA	NA
CCL15_NM_032965	542	0.29	1	0	0	0	0	NA	NA
CCL16_NM_004590	563	0.55	2	0	0	0	0	NA	NA
CCL24_NM_002991	560	0.28	1	0	0	0	0	NA	NA
CCND1_NM_053056	1088	0.56	6	0	0	0	0	NA	NA
CCNDBP1_NM_012142	1283	0.09	1	0	0	0	0	NA	NA
CCNG1_NM_004060	1088	0.11	1	0	0	0	0	NA	NA
CCNH_NM_001239	1172	0.1	1	0	0	0	0	NA	NA
CCNL1_NM_020307	1781	0.06	1	0	0	0	0	NA	NA
CCPG1_NM_001204450	2624	0.17	4	0	0	0.08	2	NA	NA
CCR2_NM_001123041	1325	0.09	1	0	0	0	0	NA	NA
CCS_NM_005125	1025	0.12	1	0	0	0	0	NA	NA
CCT3_NM_005998	1838	0.31	5	0.06	1	0	0	NA	NA
CCT4_NM_006430	1820	0.06	1	0	0	0	0	NA	NA
CCT5_NM_012073	1826	0.25	4	0	0	0	0	NA	NA
CCT6A_NM_001762	1796	0.06	1	0.06	1	0.06	1	NA	NA
CCT6B_NM_006584	1793	0.06	1	0	0	0	0	NA	NA
CCT7_NM_006429	1832	0.12	2	0	0	0	0	NA	NA
CCT8_NM_006585	1847	0.12	2	0	0	0.06	1	NA	NA
CD14_NM_001174104	1328	1.15	14	0.18	2	0.27	3	NA	NA
CD151_NM_004357	962	0.66	5	0.26	2	0.13	1	NA	NA
CD163L1_NM_001297650	4592	0.02	1	0	0	0	0	NA	NA
CD163_NM_004244	3671	0.2	7	0.03	1	0.09	3	NA	NA
CD164_NM_006016	794	0.17	1	0.17	1	0	0	NA	NA
CD302_NM_014880	899	0.57	5	0.14	1	0.29	2	NA	NA
CD320_NM_016579	1049	0.12	1	0	0	0	0	NA	NA
CD36_NM_001001548	1619	0.42	6	0.07	1	0.14	2	NA	NA
CD38_NM_001775	1103	0.11	1	0	0	0	0	NA	NA
CD44_NM_000610	2429	0.04	2	0	0	0	0	NA	NA
CD46_NM_172359	1400	0.25	3	0	0	0.08	1	NA	NA
CD4_NM_000616	1577	0.15	2	0	0	0	0	NA	NA
CD55_NM_001300902	1535	0.07	1	0	0	0.07	1	NA	NA
CD59_NM_001127223	587	1.81	7	0.26	1	0	0	NA	NA
CD5L_NM_005894	1244	0.1	1	0.1	1	0.1	1	NA	NA
CD63_NM_001257389	917	0.7	6	0.14	1	0.42	3	NA	NA
CD68_NM_001251	1265	0.38	4	0	0	0.09	1	NA	NA
CD69_NM_001781	800	0.33	2	0	0	0	0	NA	NA
CD74_NM_001025159	1091	1.23	15	0.34	3	0.11	1	NA	NA
CD79B_NM_001039933	893	0.14	1	0	0	0	0	NA	NA
CD81_NM_004356	911	2.39	26	0.14	1	0.56	4	NA	NA
CD82_NM_002231	1004	0.37	3	0	0	0	0	NA	NA
CD99L2_NM_001242614	1019	0.37	3	0	0	0	0	NA	NA
CD99_NM_002414	758	0.36	2	0	0	0.18	1	NA	NA
CDC123_NM_006023	1211	0.1	1	0	0	0	0	NA	NA
CDC16_NM_001078645	2063	0.05	1	0	0	0	0	NA	NA
CDC23_NM_004661	1994	0.06	1	0	0	0	0	NA	NA
CDC37_NM_007065	1337	0.18	2	0.18	2	0	0	NA	NA
CDC40_NM_015891	1940	0.06	1	0	0	0	0	NA	NA
CDC42_NM_001039802	776	0.35	2	0.17	1	0	0	NA	NA
CDC5L_NM_001253	2609	0.12	3	0	0	0	0	NA	NA
CDCA7L_NM_018719	1565	0.07	1	0	0	0	0	NA	NA
CDH11_NM_001797	2591	0.04	1	0	0	0	0	NA	NA
CDH1_NM_004360	2849	0.23	6	0	0	0.04	1	NA	NA
CDH23_NM_022124	10265	0.01	1	0	0	0	0	NA	NA
CDH2_NM_001792	2921	0.18	5	0.04	1	0	0	NA	NA
CDH5_NM_001795	2555	0.17	4	0.04	1	0	0	NA	NA
CDH6_NM_004932	2573	0.08	2	0	0	0	0	NA	NA
CDHR2_NM_001171976	4133	0.08	4	0	0	0	0	NA	NA
CDIPT_NM_006319	842	0.16	1	0	0	0	0	NA	NA
CDK17_NM_001170464	1772	0.06	1	0	0	0	0	NA	NA
CDK2AP2_NM_005851	581	0.26	1	0	0	0	0	NA	NA
CDK5RAP1_NM_016082	1967	0.06	1	0	0	0	0	NA	NA
CDK5RAP2_NM_018249	5882	0.02	1	0	0	0	0	NA	NA
CDKN1B_NM_004064	797	0.17	1	0	0	0	0	NA	NA
CDKN2AIPNL_NM_080656	551	0.28	1	0	0	0	0	NA	NA
CDNF_NM_001029954	764	0.35	2	0	0	0	0	NA	NA
CDO1_NM_001801	803	0.17	1	0.17	1	0	0	NA	NA
CDON_NM_001243597	4064	0.03	1	0	0	0	0	NA	NA
CEACAM1_NM_001712	1781	0.19	3	0	0	0.13	2	NA	NA
CEBPA_NM_001287424	1382	0.08	1	0.08	1	0	0	NA	NA
CEBPB_NM_005194	1238	0.1	1	0	0	0	0	NA	NA
CEBPD_NM_005195	1010	0.25	2	0	0	0.12	1	NA	NA
CEBPG_NM_001806	653	0.22	1	0	0	0	0	NA	NA
CEBPZ_NM_005760	3365	0.03	1	0	0	0	0	NA	NA
CECR1_NM_001282225	1736	0.07	1	0	0	0	0	NA	NA
CELF1_NM_001172639	1739	0.06	1	0	0	0	0	NA	NA
CEP57_NM_014679	1703	0.07	1	0	0	0	0	NA	NA
CERS2_NM_181746	1343	0.96	12	0	0	0.09	1	NA	NA
CERS6_NM_001256126	1379	0.17	2	0	0	0	0	NA	NA
CES1_NM_001025195	1907	3.93	87	0.47	8	0.41	7	NA	NA
CES2_NM_003869	2072	1.01	23	0.21	4	0.21	4	NA	NA
CETN2_NM_004344	719	0.19	1	0	0	0	0	NA	NA
CETN3_NM_001297765	776	0.17	1	0	0	0	0	NA	NA
CETP_NM_000078	1682	0.2	3	0	0	0	0	NA	NA
CFAP20_NM_013242	782	0.34	2	0	0	0	0	NA	NA
CFHR1_NM_002113	1193	4.03	73	0.81	10	1.31	15	NA	NA
CFHR2_NM_005666	1013	2.09	36	0.12	1	0.86	7	NA	NA
CFHR3_NM_021023	1193	2.72	39	0.81	9	0.81	9	NA	NA
CFHR4_NM_001201550	1937	0.81	17	0.52	9	0.46	8	NA	NA
CFHR5_NM_030787	1910	0.53	9	0.06	1	0.23	4	NA	NA
CFH_NM_000186	3896	3.17	191	0.84	32	0.7	29	NA	NA
CFI_NM_000204	1952	3.03	77	0.17	3	0.63	13	NA	NA
CFL1_NM_005507	701	0.6	5	0.2	1	0.2	1	NA	NA
CFL2_NM_138638	701	0.2	1	0	0	0	0	NA	NA
CFLAR_NM_001127183	1643	0.14	2	0	0	0	0	NA	NA
CFP_NM_002621	1610	0.07	1	0	0	0	0	NA	NA
CHAF1A_NM_005483	3071	0.03	1	0	0	0	0	NA	NA
CHCHD2_NM_016139	656	0.22	1	0	0	0.22	1	NA	NA
CHCHD5_NM_032309	533	0.3	2	0	0	0	0	NA	NA
CHCHD7_NM_001011668	533	0.6	2	0	0	0	0	NA	NA
CHD1_NM_001270	5333	0.02	1	0	0	0	0	NA	NA
CHD7_NM_017780	9194	0.01	1	0	0	0	0	NA	NA
CHD9_NM_001308319	8894	0.01	1	0	0	0	0	NA	NA
CHEK2_NM_001005735	1961	0.06	1	0	0	0	0	NA	NA
CHERP_NM_006387	2951	0.04	1	0	0	0	0	NA	NA
CHI3L1_NM_001276	1352	0.35	4	0.09	1	0	0	NA	NA
CHID1_NM_001142676	1457	0.16	2	0	0	0.08	1	NA	NA
CHL1_NM_006614	3875	0.05	2	0.03	1	0	0	NA	NA
CHMP1B_NM_020412	800	0.17	1	0	0	0	0	NA	NA
CHMP2A_NM_198426	869	0.6	4	0	0	0	0	NA	NA
CHMP4B_NM_176812	875	0.3	2	0	0	0	0	NA	NA
CHMP5_NM_016410	860	0.15	1	0	0	0	0	NA	NA
CHPT1_NM_020244	1421	0.16	2	0.08	1	0	0	NA	NA
CHST11_NM_018413	1259	0.09	1	0	0	0	0	NA	NA
CHST15_NM_001270764	1886	0.06	1	0	0	0	0	NA	NA
CHSY3_NM_175856	2849	0.04	1	0	0	0	0	NA	NA
CHTOP_NM_001206612	950	0.13	1	0	0	0.13	1	NA	NA
CHURC1_NM_145165	623	0.24	1	0	0	0.24	1	NA	NA
CIAPIN1_NM_020313	1139	0.21	2	0	0	0	0	NA	NA
CIB1_NM_001277764	896	0.29	2	0	0	0	0	NA	NA
CIDEB_NM_014430	860	0.61	5	0	0	0.15	1	NA	NA
CIR1_NM_004882	1553	0.07	1	0	0	0	0	NA	NA
CIRBP_NM_001300829	1094	0.11	1	0	0	0	0	NA	NA
CISD2_NM_001008388	608	0.49	3	0	0	0.25	1	NA	NA
CITED4_NM_133467	755	0.18	1	0	0	0	0	NA	NA
CKAP5_NM_001008938	6299	0.02	1	0.02	1	0	0	NA	NA
CLASP1_NM_015282	4817	0.04	2	0	0	0	0	NA	NA
CLCC1_NM_001048210	1856	0.12	2	0.06	1	0	0	NA	NA
CLDN1_NM_021101	836	0.16	1	0	0	0	0	NA	NA
CLDND1_NM_001040182	1031	0.12	1	0	0	0	0	NA	NA
CLEC14A_NM_175060	1673	0.07	1	0	0	0	0	NA	NA
CLEC3B_NM_003278	809	0.33	2	0.16	1	0	0	NA	NA
CLEC4G_NM_198492	1082	0.57	5	0	0	0	0	NA	NA
CLEC4M_NM_014257	1400	0.5	7	0.08	2	0.17	2	NA	NA
CLIC1_NM_001287593	926	0.41	3	0	0	0	0	NA	NA
CLINT1_NM_001195555	2132	0.16	3	0.1	2	0.05	1	NA	NA
CLIP1_NM_001247997	4517	0.02	1	0	0	0	0	NA	NA
CLN3_NM_001042432	1517	0.15	2	0	0	0	0	NA	NA
CLN5_NM_006493	1424	0.08	1	0	0	0	0	NA	NA
CLN6_NM_017882	1136	0.11	1	0	0	0	0	NA	NA
CLNS1A_NM_001293	914	0.14	1	0	0	0	0	NA	NA
CLPTM1L_NM_030782	1817	0.06	1	0	0	0	0	NA	NA
CLPTM1_NM_001294	2210	0.25	5	0.05	1	0.05	1	NA	NA
CLPX_NM_006660	2102	0.21	4	0	0	0	0	NA	NA
CLSTN3_NM_014718	3071	0.07	2	0	0	0	0	NA	NA
CLTB_NM_007097	890	0.29	2	0	0	0	0	NA	NA
CLTC_NM_001288653	5240	0.22	12	0.02	1	0.02	1	NA	NA
CLUAP1_NM_015041	1442	0.08	1	0	0	0	0	NA	NA
CLU_NM_001831	1550	10.07	321	1.41	23	1.78	30	NA	NA
CLYBL_NM_206808	1223	0.1	1	0	0	0	0	NA	NA
CMC4_NM_001018024	407	0.48	1	0	0	0	0	NA	NA
CMPK1_NM_016308	887	0.15	1	0.15	1	0	0	NA	NA
CMTM6_NM_017801	752	0.72	4	0.18	1	0	0	NA	NA
CMTR1_NM_015050	2708	0.04	1	0	0	0	0	NA	NA
CNBP_NM_001127192	740	0.56	3	0	0	0	0	NA	NA
CNDP1_NM_032649	1724	0.26	4	0	0	0	0	NA	NA
CNDP2_NM_018235	1628	0.35	5	0	0	0	0	NA	NA
CNIH1_NM_005776	635	0.46	3	0.23	1	0	0	NA	NA
CNIH4_NM_014184	620	0.48	2	0	0	0	0	NA	NA
CNKSR3_NM_173515	1868	0.06	1	0	0	0	0	NA	NA
CNN3_NM_001839	1190	0.81	9	0	0	0.1	1	NA	NA
CNNM3_NM_017623	2324	0.09	2	0	0	0	0	NA	NA
CNOT10_NM_001256742	2615	0.04	1	0	0	0	0	NA	NA
CNPPD1_NM_015680	1433	0.08	1	0	0	0	0	NA	NA
CNPY2_NM_014255	749	0.36	2	0	0	0	0	NA	NA
CNPY3_NM_006586	1037	0.12	1	0	0	0	0	NA	NA
CNP_NM_033133	1466	0.08	1	0	0	0	0	NA	NA
CNST_NM_152609	2378	0.05	1	0	0	0	0	NA	NA
COA3_NM_001040431	521	0.31	1	0.31	1	0	0	NA	NA
COA4_NM_016565	464	0.38	1	0	0	0	0	NA	NA
COA7_NM_023077	896	0.29	2	0	0	0	0	NA	NA
COBLL1_NM_001278458	3902	0.08	3	0	0	0.03	1	NA	NA
COBL_NM_001287436	4016	0.03	1	0	0	0	0	NA	NA
COG4_NM_015386	2570	0.04	1	0	0	0	0	NA	NA
COL13A1_NM_001130103	2354	0.05	1	0.05	1	0	0	NA	NA
COL14A1_NM_021110	5591	0.04	2	0.02	1	0	0	NA	NA
COL18A1_NM_130444	5456	0.49	29	0.08	4	0.1	6	NA	NA
COL1A1_NM_000088	4595	0.09	5	0.02	1	0.02	1	NA	NA
COL1A2_NM_000089	4301	0.12	5	0	0	0	0	NA	NA
COL25A1_NM_198721	2165	0.05	1	0	0	0	0	NA	NA
COL3A1_NM_000090	4601	0.36	16	0	0	0.02	1	NA	NA
COL4A1_NM_001845	5210	0.18	9	0	0	0	0	NA	NA
COL4A2_NM_001846	5339	0.08	4	0	0	0.02	1	NA	NA
COL5A2_NM_000393	4700	0.04	2	0	0	0.02	1	NA	NA
COL5A3_NM_015719	5438	0.02	1	0	0	0	0	NA	NA
COL6A1_NM_001848	3287	0.16	5	0	0	0.03	1	NA	NA
COL6A2_NM_001849	3260	0.1	3	0.03	1	0.07	2	NA	NA
COL6A3_NM_004369	9734	0.04	4	0.01	1	0	0	NA	NA
COLEC10_NM_006438	1034	0.12	1	0	0	0	0	NA	NA
COLEC11_NM_001255985	1058	0.23	2	0	0	0	0	NA	NA
COLEC12_NM_130386	2429	0.04	1	0	0	0	0	NA	NA
COLGALT1_NM_024656	2069	0.11	2	0	0	0	0	NA	NA
COMMD1_NM_152516	773	0.17	1	0	0	0	0	NA	NA
COMMD3-BMI1_NM_001204062	1610	0.07	1	0	0	0	0	NA	NA
COMT_NM_000754	1016	0.12	1	0	0	0	0	NA	NA
COPA_NM_001098398	3902	0.19	7	0	0	0	0	NA	NA
COPB1_NM_016451	3062	0.03	1	0	0	0	0	NA	NA
COPB2_NM_004766	2921	0.18	5	0	0	0	0	NA	NA
COPE_NM_007263	1127	0.11	1	0	0	0	0	NA	NA
COPG1_NM_016128	2825	0.11	3	0	0	0	0	NA	NA
COPS2_NM_001143887	1553	0.07	1	0	0	0	0	NA	NA
COPS7A_NM_001164093	1028	0.24	2	0	0	0	0	NA	NA
COPZ1_NM_001271736	758	0.36	2	0	0	0	0	NA	NA
COQ10B_NM_025147	917	0.28	2	0	0	0	0	NA	NA
COQ4_NM_016035	998	0.13	1	0	0	0	0	NA	NA
COQ5_NM_032314	1184	0.1	1	0	0	0	0	NA	NA
CORO1B_NM_001018070	1670	0.07	1	0	0	0	0	NA	NA
COX10_NM_001303	1532	0.08	1	0	0	0	0	NA	NA
COX11_NM_004375	1031	0.12	1	0	0	0	0	NA	NA
COX14_NM_001257134	374	0.57	1	0	0	0	0	NA	NA
COX15_NM_078470	1433	0.08	1	0	0	0	0	NA	NA
COX17_NM_005694	392	1.04	2	0	0	0	0	NA	NA
COX4I1_NM_001861	710	1.57	8	0.2	1	0	0	NA	NA
COX5A_NM_004255	653	0.88	4	0	0	0	0	NA	NA
COX5B_NM_001862	590	0.77	4	0	0	0.26	1	NA	NA
COX6A1_NM_004373	530	0.91	5	0	0	0.3	1	NA	NA
COX6B1_NM_001863	461	0.77	2	0	0	0	0	NA	NA
COX6C_NM_004374	428	1.75	4	0	0	0	0	NA	NA
COX7A2_NM_001865	548	1.15	4	0	0	0.57	2	NA	NA
COX7B_NM_001866	443	0.41	1	0	0	0	0	NA	NA
COX7C_NM_001867	392	1.56	3	0.52	1	1.04	3	NA	NA
CPA3_NM_001870	1454	0.08	1	0	0	0	0	NA	NA
CPB2_NM_001872	1472	1.97	32	0.79	10	0.47	7	NA	NA
CPD_NM_001304	4343	0.17	7	0.07	3	0	0	NA	NA
CPE_NM_001873	1631	0.14	2	0	0	0	0	NA	NA
CPM_NM_001874	1532	0.08	1	0	0	0	0	NA	NA
CPN1_NM_001308	1577	0.22	3	0	0	0.07	1	NA	NA
CPN2_NM_001080513	1838	0.73	15	0	0	0.12	2	NA	NA
CPNE3_NM_003909	1814	0.06	1	0	0	0	0	NA	NA
CPOX_NM_000097	1565	0.07	1	0	0	0	0	NA	NA
CPPED1_NM_018340	1145	0.11	1	0	0	0	0	NA	NA
CPQ_NM_016134	1619	0.35	5	0	0	0	0	NA	NA
CPS1_NM_001122633	4721	1.44	77	0.22	11	0.24	11	NA	NA
CPSF2_NM_017437	2549	0.04	1	0	0	0	0	NA	NA
CPSF3_NM_016207	2255	0.05	1	0	0	0	0	NA	NA
CPSF6_NM_001300947	1967	0.06	1	0	0	0	0	NA	NA
CPT1A_NM_001876	2522	0.39	9	0.04	1	0	0	NA	NA
CPT2_NM_000098	2177	0.05	1	0	0	0	0	NA	NA
CPVL_NM_019029	1631	0.14	2	0	0	0.07	1	NA	NA
CP_NM_000096	3398	3.88	189	0.97	34	0.97	34	NA	NA
CR1_NM_000651	7670	0.05	4	0	0	0	0	NA	NA
CRAT_NM_000755	2081	0.05	1	0	0	0	0	NA	NA
CRBN_NM_016302	1529	0.15	2	0	0	0	0	NA	NA
CREB1_NM_134442	1226	0.1	1	0	0	0	0	NA	NA
CREB3L3_NM_032607	1586	0.14	2	0	0	0	0	NA	NA
CREBBP_NM_004380	7529	0.01	1	0	0	0	0	NA	NA
CREG1_NM_003851	863	0.6	4	0	0	0	0	NA	NA
CRELD1_NM_001031717	1469	0.08	1	0	0	0	0	NA	NA
CRHBP_NM_001882	1169	1.96	19	0.1	1	0.21	2	NA	NA
CRIM1_NM_016441	3311	0.03	1	0	0	0	0	NA	NA
CRKL_NM_005207	1112	0.22	2	0	0	0	0	NA	NA
CRLS1_NM_019095	1106	0.33	3	0	0	0	0	NA	NA
CROCC_NM_014675	6254	0.02	1	0	0	0	0	NA	NA
CROT_NM_001143935	2123	0.05	1	0.05	1	0	0	NA	NA
